景点名字,经纬度,地址,已售票数
湖西温泉滑雪场,"118.783111,34.550199",江苏省连云港市东海县城温泉度假区236省道北（湖西生态园内）,0
船山飞瀑,"119.45553,34.700158",江苏省连云港市连云区宿城乡东崖屋村居委会旁,0
抗日山烈士陵园,"118.863502,34.896585",江苏省连云港市连云区夹山乡,0
连岛海底世界,"119.465188,34.767879",江苏省连云港市连云区连岛浴场附近,0
秦山岛,"119.289088,34.875431",江苏省连云港市赣榆县宋口村秦山岛旅游度假区,0
西双湖风景区,"118.7440306139,34.526449021349",江苏省连云港市东海县西蔡路,0
伊芦山风景区,"119.34361390471,34.442504444801",江苏省连云港市灌云县,0
连云港海滨浴场,"119.476766691,34.7170059768",江苏省连云港市西连岛,0
东海温泉,"118.68558,34.60928",江苏省连云港市东海县温泉镇泳馆路3号,0
石海,"119.245817,34.289801",江苏连云港灌云县,0
连云港白龙潭滑雪场,"119.300824,34.679793",江苏省连云港市连云区朝阳镇韩李村南（白龙潭生态园）,0
枫树湾,"119.445475,34.709973",江苏省连云港市连云区云台山隧道南出口西侧,0
孔雀沟景区,"119.305402,34.632202",江苏省连云港市新浦区南云台林场,0
御园欢乐谷,"118.577628,34.659778",江苏省连云港市东海县林场公路南边,0
东盛四季游泳馆,"119.365064,34.750035",江苏省连云港市连云区大港路东盛四季花城售楼处,0
在海一方公园,"119.376186,34.76447",江苏省连云港市海棠北路、海滨大道交叉口。,0
抗日山,"118.8633405245,34.900176085005",江苏省连云港市赣榆县班庄镇,0
大沙湾浴场,"119.464175,34.770918",江苏省连云港市连云区大沙湾,0
东海国际水晶珠宝城,"118.79458539188,34.536066781293",江苏省东海县迎宾大道2号,0
连云港石棚山,"119.14586,34.558652",江苏省连云港海州区,0
灌南人民革命纪念馆,"119.36916387512,34.101853970106",江苏省连云港市灌南县人民东路,0
海州湾,"119.320974,34.861693",江苏省连云港市赣榆县海头镇小口村东,0
猎趣园,"118.57581029737,34.6577677079",江苏省东海县李埝林场森林公园,0
高公岛,"119.490381,34.70955",江苏省连云港市连云区高公岛乡黄窝村,0
徐福泊船山风景区,"119.118102,35.04637",江苏省连云港市赣榆县金山镇北部,0
青口生态公园,"119.11450301848,34.844246795669",江苏省连云港市赣榆县环城西路,0
苏马湾海滨,"119.48372,34.767709",江苏省连云港市新浦区,0
连云港3D奇幻体验馆,"119.19005,34.606041",江苏省连云港新浦区通灌北路39号,0
花果山激情漂流,"119.297548,34.65236",江苏省连云港市海州区郁林路5号,0
奥普乐欢乐水世界,"119.146149,34.578093",江苏连云港市海州区幸福南路朐阳门东南侧广场,0
长盛水上世界,"119.163658,34.672841",连云港市海州区浦南镇太平村太平路6号,0
龙洞庵,"119.185084,34.567948",江苏省连云港市海州区,0
曲阳古城,"118.72133,34.455062",中国江苏连云港曲阳县,0
连岛海上游艇俱乐部,"119.47575546867,34.764475542081",江苏省连云港市连云区连岛街道,0
前三岛,"119.369351,34.75041",江苏省连云港市连云区,0
徐福村,"119.090779,35.01399",中国江苏连云港金山乡,0
蟠桃盛会生态园,"119.237871,34.667885",江苏连云港新浦区花果山大道西北侧（猴嘴加油站往西200米，新体育馆北面）,0
东海科技馆,"118.780286,34.542422",江苏省连云港市东海县东海科技馆,0
石棚山穿越极限真人CS俱乐部,"119.153866,34.569845",江苏连云港市海州区石棚山风景区门口,0
连云港国际梦幻灯光节,"119.210786,34.581785",连云港市振兴国际花卉城西门连云港之宝宝马4S店北侧（郁州路）,0
阿育王塔,"119.267544,34.653746",江苏省连云港市新浦区,0
奥德曼童子军乐园,"119.180962,34.608114",江苏省连云港市新浦区南极北路142号（莱迪广场一楼）,0
娲遗石,"119.294165,34.646333",江苏省连云港市连云区,0
夹谷山,"118.866961,34.902708",中国江苏连云港赣榆县夹山乡,0
东盛四季温泉,"119.365042,34.749925",江苏省连云港市连云区大港路东盛四季花城,0
中国东海水晶博物馆,"118.746746,34.544489",江苏省连云港市东海县中华路与晶都大道交叉口西南角西双湖景区东北侧,0
将军崖岩画,"119.132136,34.545861",中国江苏连云港西南郊锦屏山马耳峰南麓,0
屏竹禅院,"122.254941,39.559247",中国江苏连云港,0
天愚亭,"119.302287,34.64961",江苏省连云港市连云区花果山景区内,0
九龙桥温泉,"119.296527,34.647725",重庆市九龙桥陶家镇开发区（陶家政府前行50米）,0
海滨疗养院,"119.37762549753,34.757993139229",云港市墟沟海棠北路163号,0
郁林观唐隶宋篆摩崖,"119.277413,34.647923",江苏省连云港市连云区,0
九龙桥,"119.296527,34.647725",江苏省连云港市连云区,0
世纪水城,"118.799026,34.460929",江苏省连云港市海州区通灌南路世纪缘大酒店三楼,0
西墅,"119.343357,34.771277",江苏省连云港市连云区墟沟镇西部,0
锦屏山,"119.149134,34.555448",江苏省连云港市海州区,0
镜石,"119.316946,34.641269",江苏省连云港市连云区,0
延福观,"119.339171,34.635592",江苏省连云港市连云区,0
义僧亭,"119.244458,34.599964",中国江苏连云港,0
罗阳湿地休闲度假区,"119.120471,34.717696",江苏省连云港市赣榆县罗阳镇东关村,0
东磊风景区,"119.3213848815,34.639220115237",江苏省连云港市新浦区,0
海西公园,"119.34091732476,34.094473208498",江苏省连云港市灌南县人民中路,0
西游魔幻艺术馆,"104.20191150400997,35.867567505372214",江苏省连云港市海州区郁林路60号（花果山公交站台总站向西50米）,0
江苏连云港花果山国际高尔夫俱乐部,"119.27453,34.680813",江苏省连云港经济技术开发区朝阳镇西湾,0
连云港夹谷山滑雪场,"118.86755,34.931335",江苏省连云港市赣榆区夹谷山景区内,0
小蓬莱,"119.316946,34.641269",中国江苏连云港,0
宋口村,"119.15856,34.863842",江苏省连云港市赣榆县宋口村,0
麋夫人故里,"119.29139555373,34.654028050562",,0
朱樱,"119.29332885035,34.636829606618",江苏省连云港市连云区郁林路5号花果山风景区,0
悠乐谷,"119.376798,34.747154",江苏省连云港市连云区悠乐时尚街区（中韩商品城对面）,0
楸树林,"119.2720708407,34.6546821068",江苏省连云港市新浦区花果山乡郁林路5号花果山景区,0
天使家园早教中心,"119.204695,34.598383",连云港市新浦区东方花园D-9（苍梧绿园南门向南100米）,0
猴王园,"119.302287,34.64961",江苏省连云港市连云区花果山景区内,0
安峰山烈士陵园,"118.76016762303,34.376979540879",江苏省东海县安峰镇山庄村部,0
太白石,"119.2992657826,34.653356183896",江苏省连云港市连云区花果山风景区,0
连云港现代农业示范园,"119.18245992901,34.582246166136",连云港市新浦区南郊玉带河畔,0
刘庄草莓园,"118.958588,34.725514",江苏连云港市赣榆区沙河镇刘庄村,0
红黄蓝亲子园,"119.211992,34.606004",江苏连云港新浦区巨龙南路君宸大厦三楼306红黄蓝亲子园,0
