景点名字	经纬度	地址	已售票数
阳朔再忆三姐情实景演出	"110.500651,24.7812"	广西桂林市阳朔县阳朔镇西街口益田西街W07号《再忆三姐情》二楼售票处	48
桂林金钟山	"110.154003,24.974017"	广西壮族自治区桂林市永福县罗锦镇金钟山景区	48
漓江逍遥湖景区	"110.429834,25.191806"	广西省桂林市灵川县大圩镇上茯荔村	47
桂林西山景区	"110.281681,25.288681"	广西省桂林市秀峰区西山路2号	46
桂林乐满地主题乐园	"110.682101,25.588829"	广西壮族自治区桂林市兴安县志玲路	46
八角寨	"110.74439,26.277801"	广西壮族自治区桂林市资源县梅溪乡大坨村境内	46
资江漂流	"110.653974,26.072122"	广西桂林市资源县资江“大合镇至胡家田”流域	45
叠彩伏波景区	"110.310388,25.289642"	广西壮族自治区桂林市叠彩区滨江路27号	44
桂林市区水上游	"110.297086,25.258651"	广西壮族自治区桂林市象山区龙船坪路龙船坪码头	44
遇龙河漂流兴隆码头	"110.415324,24.805669"	广西省桂林市阳朔县	44
马岭鼓寨	"110.45119,24.656973"	广西壮族自治区桂林市荔浦县马岭镇马岭鼓寨	43
漓江竹筏精华游-杨堤段	"110.500806,24.784018"	兴坪上船地址：广西桂林市阳朔县兴坪镇漓江竹筏码头（朝板山码头）。 杨堤上船地址：广西桂林市阳朔县葡萄镇杨堤码头。	42
猫儿山	"110.494021,25.862922"	广西壮族自治区桂林市兴安县高寨村北部	42
桂林丹霞温泉度假景区	"110.651889,25.992571"	广西省桂林市资源县中峰乡车田湾村	42
兴坪渔村	"110.52807,24.923515"	广西壮族自治区桂林市阳朔县兴坪码头	40
桂林动物园	"110.32175,25.276802"	广西桂林市七星区七星路1号	40
十二滩漂流	"110.083113,25.585709"	广西壮族自治区桂林市临桂县宛田乡大喉桂林十二滩景区	40
超然派景区	"110.494413,25.862084"	广西壮族自治区桂林市兴安县中山中路43号	40
帝景号游轮	"110.3136,25.293792"	广西桂林市七星区临江路250号漓江景区内	39
义江缘	"110.081659,25.41549"	广西省桂林市临桂县五通镇321国道旁	39
老寨山	"110.535429,24.922688"	广西桂林市阳朔县兴坪古镇老街头漓江榕树潭边	36
黄洛瑶寨	"110.137591,25.750711"	广西壮族自治区桂林市龙胜各族自治县	35
兴坪古镇	"110.532904,24.922843"	广西省桂林市阳朔县兴坪镇景区	34
桂林七星景区七星岩	"110.317862,25.280829"	广西壮族自治区桂林市七星区七星路1号七星公园内	32
大圩古镇	"110.433844,25.188242"	广西壮族自治区桂林灵川县大圩古镇	32
灵渠	"110.690678,25.604685"	广西省桂林市兴安县双灵路灵渠公园内	28
刘三姐大观园	"110.276168,25.286424"	广西省桂林市秀峰区桃花江路1号	28
刘三姐大观园	"110.276168,25.286424"	广西省桂林市秀峰区桃花江路1号	28
丰鱼岩旅游度假区	"110.354113,24.398953"	广西壮族自治区桂林市荔浦县龙怀乡东里村	26
漓江【盛景号】游轮	"110.438282,25.153169"	上船码头：磨盘山码头：广西省桂林市漓江景区磨盘山码头2号泊位。 下船码头：水东门码头：广西省桂林市阳朔西街。	24
罗山湖玛雅水上乐园	"110.066536,25.247309"	广西省桂林市临桂县罗山水库旁	24
永福岩	"110.152583,24.976073"	广西壮族自治区桂林市永福县罗锦镇金钟山旅游度假区	24
阳朔文化古迹山水园	"110.503658,24.780708"	广西省桂林市阳朔县碧莲峰东麓	22
仙家温泉	"110.977695,24.426601"	广西壮族自治区桂林市平乐县源头镇仙家村	20
新梦幻漓江	"110.330446,25.263189"	广西桂林市七星区七星路95号梦幻剧场	18
月亮山	"110.483296,24.727788"	广西壮族自治区桂林市阳朔县叠翠路35号	16
日月双塔文化公园	"110.301227,25.277713"	广西省桂林市秀峰区文明路榕杉湖景区内	16
伏波山	"110.310388,25.289642"	广西壮族自治区桂林市滨江路27号	16
罗山湖四季温泉小镇	"110.058192,25.221343"	广西省桂林市临桂区罗山湖水库旁（桂林临桂两江国际机场旁）	16
桂林訾洲岛景区	"110.309966,25.275364"	广西省桂林市中心漓江上（解放桥至龙隐桥方向右侧）	14
阳朔聚龙潭	"110.489468,24.730939"	广西省桂林市阳朔县南桂荔公路	14
木龙湖	"110.304887,25.29758"	广西壮族自治区桂林市叠彩区中山北路	12
荔江湾	"110.339791,24.446603"	广西省桂林市荔浦县青山镇	12
荔江湾	"110.339791,24.446603"	广西省桂林市荔浦县青山镇	12
桂林山水间	"110.304558,25.27905"	广西壮族自治区桂林市秀峰区滨江路12号	10
冠岩地下河景区	"110.463631,25.055181"	广西壮族自治区桂林市雁山区草坪回族自治乡	10
龙胜温泉旅游度假区	"110.218875,25.904058"	广西省桂林市龙胜县龙胜温泉度假中心	10
图腾古道	"110.499448,24.754559"	广西壮族自治区桂林市阳朔县十里画廊图腾古道景区	10
象鼻山夜游两江四湖	"110.302014,25.260748"	广西省桂林市象山区漓江1号	10
穿山公园	"110.311976,25.258046"	广西壮族自治区桂林市穿山小街55号	10
资源天门山	"110.692885,26.14243"	广西省桂林市资源县中峰乡车田湾村	10
穿山公园	"110.311976,25.258046"	广西壮族自治区桂林市穿山小街55号	10
南溪山景区	"110.293545,25.255652"	广西省桂林市象山区中山南路2号	6
象山传奇	"110.302473,25.275086"	广西桂林市象山区象山景区内	6
龙脊古壮寨	"110.07911,25.736464"	广西壮族自治区桂林市龙胜各族自治县Y839	6
訾洲公园	"110.31092,25.279591"	广西壮族自治区桂林市七星区穿山路44号	6
九马画山	"110.502396,24.941774"	广西省桂林市阳朔县兴坪镇	4
黄布倒影	"110.515181,24.913233"	广西桂林阳朔县兴坪镇漓江	4
两江四湖解放桥码头	"110.30983,25.281572"	广西省桂林市七星区解放桥码头	4
阳朔漓水古越剧场	"110.49915,24.754657"	广西省桂林市阳朔县十里画廊风景区图腾古道内	4
龙脊峡漂流	"110.083413,25.72716"	广西省桂林市龙胜县和平乡大寨村	4
桂林红溪瀑布	"110.106321,25.466937"	广西省桂林市临桂县中庸乡	4
资源丹霞地质公园	"110.668925,26.06204"	广西省桂林资源县与湖南省新宁县交界	4
遇龙河漂流朝阳码头	"110.45558,24.763779"	广西壮族自治区桂林市阳朔县遇龙河漂流朝阳码头	2
阳朔直升机空中游览	"110.454649,24.723003"	广西省桂林市阳朔县高田高速公路出口处旁	2
聚龙潭奇石宫	"110.492539,24.737519"	广西省桂林阳朔县马山脚下大榕树南0.3公里	2
阳朔星视界趣味蜡像馆	"110.500824,24.780085"	阳朔县阳朔西街115号肯德基2楼	2
漓江源峡谷	"110.479845,25.860231"	广西桂林市兴安县华江乡高寨村	2
桂林蝴蝶谷瑶寨	"110.095692,25.537033"	广西省桂林市临桂县宛田乡东宅江村	0
桂林洋海滨	"110.521969,20.019822"	海南省海口市琼山区	0
桂林大剧院	"110.170599,25.25218"	广西桂林市临桂县桂林大剧院	0
桂林多耶古寨 蛇王李景区	"110.32843,25.041304"	广西省桂林市雁山区大埠路口（桂阳公路30公里往愚自乐园路口）	0
X空间密室逃脱（桂林翊武店）	"110.300286,25.290164"	广西桂林市翊武路40-1号（桂林医学院与十三中学后门中段）	0
桂林西站	"110.274158,25.360749"	广西省桂林市灵川县定江镇定江村	0
桂林海底龙宫	"110.811482,25.470689"	广西壮族自治区桂林市兴安县漠川乡榜上村	0
桂林百货大楼童乐馆淘气堡	"110.298527,25.278027"	广西省桂林市秀峰区中山中路14号百货大楼7楼童乐馆，淘气堡	0
蜡印象·桂林3D人文主题蜡像馆	"110.27917,25.316436"	广西省桂林秀峰区芦笛景区内	0
阳朔公园	"110.4973,24.781619"	广西省桂林市阳朔县阳朔镇西部	0
阳朔公园	"110.4973,24.781619"	广西省桂林市阳朔县阳朔镇西部	0
桂林靖江王陵	"110.370757,25.297361"	广西桂林尧山的西南麓	0
桂林会仙湿地	"110.316861,25.283377"	广西省桂林市临桂县会仙镇睦洞七星村82-1号	0
桂林北高铁站-阳朔直通车	"110.309197,25.335558"	广西桂林市叠彩区北辰路49号桂林北站	0
五排河漂流	"110.460117,26.005"	广西壮族自治区桂林市资源县	0
怪楼视觉艺术馆	"110.501342,24.782217"	广西省桂林市阳朔县西街桂花路4号	0
桂林机场接送机阳朔线	"110.059909,25.221604"	广西省桂林市临桂县桂林两江国际机场	0
阳朔鉴山寺	"110.49406011649,24.736577827303"	广西壮族自治区桂林阳朔县鉴山寺	0
水口小桂林	"112.725084,24.407148"	广东省清远市阳山县杜步镇杜步村东北方向约2.55公里	0
奇石馆	"110.489653,24.732495"	广西省桂林市阳朔县高田镇十里画廊	0
虞山公园	"110.308018,25.305286"	广西壮族自治区桂林市叠彩区中山北路70号（西门）	0
乐满地矿温泉	"110.685531,25.593017"	广西桂林市兴安县志玲路，乐满地度假酒店内	0
桂林园林植物园	"110.282837,25.260128"	广西省桂林市象山区环城西一路117号	0
桂林园博园	"110.31577,25.066245"	广西省桂林市雁山区雁山镇	0
桃花江山水画廊	"110.295819,25.274449"	广西省桂林市秀峰区中山路	0
奇幻冰雪王国阳朔站	"110.500618,24.78015"	广西省桂林市阳朔县阳朔西街口肯德基对面奇幻冰雪王国阳朔站	0
冒险树	"110.320175,25.27632"	广西桂林市七星景区内骆驼山旁。	0
桂林森林吊桥	"110.461772,25.11398"	桂林市大圩镇桂林漓江	0
阳朔动感6D电影	"110.500736,24.780544"	广西省桂林市阳朔县西街口(世纪华联超市内)	0
西街地宫幻境艺术馆	"110.500721,24.780544"	广西桂林市阳朔县西街地下商场L1号	0
桃花江	"110.270542,25.328512"	广西壮族自治区桂林市秀峰区灵川县	0
桂林金银寨景区	"110.328429,25.041302"	广西省桂林市雁山区大埠路口金银寨景区	0
桂林龙胜温泉国家森林公园	"110.2189,25.897298"	广西壮族自治区桂林龙胜各族自治县144县道	0
阳朔梦幻冰雪世界	"110.499597,24.779436"	广西省桂林市阳朔县阳朔西街口	0
云智慧桂林龙胜温泉酒店	"110.219023,25.897206"	广西省桂林市龙胜江底乡（矮岭温泉源头旁）	0
阳朔真人CS	"110.457424,24.763344"	广西省桂林市阳朔县旅游景区遇龙河畔	0
葡萄山风景区	"110.383991,24.916396"	广西壮族自治区桂林市阳朔县098县道葡萄山风景区	0
秦城水街	"110.690729,25.604983"	广西自治区桂林市兴安县双灵路	0
观石堂鸡血玉博物馆	"110.279502,25.310066"	广西省桂林市秀峰区芦笛路停车场对面	0
皇家宝贝儿童乐园	"110.306939,25.310924"	广西省桂林市叠彩区沃尔玛三楼直升电梯旁	0
孔庙	"110.83400952062,24.837215610272"	广西省桂林是恭城县西山脚下	0
镇湘塔	"111.095237,25.947482"	广西壮族自治区桂林市全州县	0
桂林公园	"121.424374,31.171557"	上海市徐汇区桂林路80号	0
桂林天湖滑雪场	"110.898965,26.143404"	广西壮族自治区桂林市全州县桂林天湖生态旅游度假区滑雪场	0
阳朔大印人文景观园	"110.49889,24.741303"	广西壮族自治区桂林市阳朔县抗战路（十里画廊工农桥旁）	0
桂林雁山园景区	"110.31601134785,25.084300006949"	广西壮族自治区桂林市雁山	0
榕湖和杉湖	"110.295805,25.281347"	广西省桂林市秀峰区阳桥的两侧	0
炎井温泉	"110.959136,26.312738"	广西壮族自治区桂林市全州县大西江镇炎井村委	0
玻璃桥	"110.299155,25.280905"	广西壮族自治区桂林市秀峰区榕湖北路4号市粮食局对面	0
尚水街	"110.304575,25.281188"	桂林市秀峰区滨江路15号	0
刘三姐水上公园	"110.535487,24.779548"	广西省桂林市阳朔县城至普益乡留公村一段18公里漓江下游	0
中心广场	"110.302225,25.281531"	广西壮族自治区桂林市秀峰区南环路11-2号	0
海洋村	"110.573701,25.311969"	广西壮族自治区桂林市灵川县海洋乡海洋村	0
华江漓源瀑布	"110.481342,25.88085"	广西省桂林市兴安县华江乡高寨村猫儿山角下猫儿山停车场向左2公里处	0
草坪乡	"110.456787,25.062977"	广西省桂林市雁山区临桂县，漓江东岸	0
海洋银杏	"110.46137193399,25.11378634694"	广西壮族自治区桂林灵川县	0
龙胜布尼梯田·加乌瀑布	"110.184315,25.889374"	广西桂林龙胜县泗水乡周家村布尼梯田·加乌瀑布	0
龙门瀑布	"110.221063,25.717732"	广西桂林市灵川县青狮潭镇东源村委畔头村旁	0
徐悲鸿故居	"110.496186,24.778484"	广西壮族自治区桂林市阳朔县县前街5号	0
仙境湖峡谷漂流	"110.936535,24.378087"	广西省桂林市平乐县	0
阳朔单车骑行	"110.484822,24.784194"	广西省桂林市阳朔县阳朔地中海大酒店	0
月牙山	"110.314882,25.277476"	广西省桂林市七星区	0
李宗仁故居	"110.007796,25.174203"	广西桂林市临桂县两江镇浪头村的天马山脚下	0
龙泉塔	"110.50016,24.782451"	广西壮族自治区桂林市阳朔县	0
兴坪古戏台	"110.536724,24.922062"	广西省桂林市阳朔县兴坪镇榕潭街	0
碧莲洞景区	"110.49395,24.781829"	广西壮族自治区桂林市阳朔县阳朔镇碧莲巷阳朔公园碧莲洞景区	0
阳朔茶观园景区	"110.497005,24.852575"	广西壮族自治区桂林市阳朔县白沙镇芭林村	0
骆驼山	"110.319542,25.275675"	桂林市七星区七星路1号七星景区内	0
桂林民族风味楼	"110.323175,25.259688"	广西省桂林市七星区骖鸾路20号	0
歌仙刘三姐	"110.298309,25.285337"	广西壮族自治区桂林市秀峰区解放西路15号	0
桂林山水高尔夫	"110.391789,25.286979"	广西桂林市七星区朝阳乡杨门店	0
文庙	"110.833942,24.837177"	广西桂林市恭城瑶族自治县城	0
武庙	"110.833218,24.8369"	广西省桂林市恭城县	0
月岭古民居	"111.215885,25.665084"	广西桂林灌阳县文市镇月岭村	0
大正温泉	"110.292747,25.2511"	广西壮族自治区桂林市象山区崇信路47号	0
榕津古镇	"110.860831,24.618901"	广西平乐县张家镇榕津村	0
栖霞寺	"110.30051712112,25.273007414984"	广西桂林桂林七星景区内普陀山西麓	0
桂林会仙岩	"110.32358838044,25.272930686899"	广西壮族自治区桂林市七星区会仙路	0
荔浦天河瀑布景区	"110.183958,24.599259"	广西壮族自治区桂林市荔浦县蒲芦乡	0
大野神境	"110.592467,25.142678"	广西省桂林市灵川县大境瑶族乡　	0
水缤纷海洋王国	"110.342098,25.261799"	广西省桂林市七星区东二环湖塘路8号	0
虞帝庙	"110.308098,25.30591"	广西省桂林市叠彩区中山北路70号虞山公园内	0
小东江竹排	"110.3193,25.278141"	广西省桂林市七星区七星路1号七星公园内	0
桂林海洋世界	"110.293066,25.253505"	广西省桂林市象山区中山南路2号	0
阳朔袖珍国	"110.49762,24.759762"	广西省桂林市阳朔县十里画廊	0
漓江（唐人街-林家州）竹筏漂流	"110.507138,24.779209"	广西省桂林市阳朔县观莲路唐人街码头	0
兴安水街秦皇宫	"110.679368,25.619459"	广西壮族自治区桂林市兴安县	0
桂林蝴蝶谷瑶寨	"110.095692,25.537033"	广西省桂林市临桂县宛田乡东宅江村	0
九马画山峡谷漂流	"110.48285,24.931158"	广西省桂林市阳朔县兴坪镇	0
桂林洋海滨	"110.521969,20.019822"	海南省海口市琼山区	0
世纪冰川大溶洞	"110.619647,25.623513"	广西省桂林市兴安县	0
龙胜平安壮寨	"110.132367,25.761648"	广西壮族自治区桂林市龙胜县和平乡东部龙脊景区内	0
熊虎山庄	"110.199649,25.268886"	广西省桂林市临桂县机场路机场路沙塘大圆盘	0
少数民族观光古寨	"0.0,0.0"	广西壮族自治区桂林市秀峰区少数民族观光古寨景区	0
桂林大剧院	"110.170599,25.25218"	广西桂林市临桂县桂林大剧院	0
桂林多耶古寨 蛇王李景区	"110.32843,25.041304"	广西省桂林市雁山区大埠路口（桂阳公路30公里往愚自乐园路口）	0
富里桥	"110.397245,24.83382"	广西壮族自治区桂林市阳朔县白沙镇观桥村公所正方村西350米处	0
龙门水岩	"110.4859415803,24.733061033385"	广西壮族自治区桂林市阳朔县龙门村	0
永宁州古城	"109.79160919485,25.180978765378"	广西桂林市永福永宁州古城百寿镇	0
穿山岩	"110.582602,24.8878"	广西壮族自治区桂林市穿山公园内	0
板峡湖	"110.1048734945,24.833389358004"	广西桂林市永福县堡里乡	0
阳朔戏楼	"110.49981,24.769975"	广西省桂林市阳朔县荆凤南路一号（西街往南一公里）	0
玄宫真人密室逃脱游戏	"110.304849,25.28136"	广西省桂林市秀峰区依仁路5号三单元2-1室	0
山水会城市温泉	"110.301604,25.280036"	桂林市秀峰区杉湖北路5号（近榕湖）	0
侗家古寨	"110.288293,25.148259"	广西桂林市雁山区019乡道与321国道交叉口向西1000米	0
宝鼎瀑布	"110.705564,26.042042"	广西桂林市资源县	0
青狮潭	"110.190105,25.488602"	广西壮族自治区桂林市灵川县青狮潭	0
富安码头	"110.333042,25.417043"	广西壮族自治区桂林市阳朔县	0
X空间密室逃脱（桂林翊武店）	"110.300286,25.290164"	广西桂林市翊武路40-1号（桂林医学院与十三中学后门中段）	0
千家洞	"111.126826,25.551158"	广西省桂林市灌阳县城东南18公里	0
万景竹筏漂流	"110.47754,24.748015"	广西壮族自治区桂林市阳朔县阳朔县水厄底码头	0
桂林西站	"110.274158,25.360749"	广西省桂林市灵川县定江镇定江村	0
美龄桥	"110.690675,25.60469"	广西桂林市兴安县双灵路	0
大岭山桃园	"110.797837,24.918592"	桂林市恭城瑶族自治县西岭乡大岭山屯	0
桂林海底龙宫	"110.811482,25.470689"	广西壮族自治区桂林市兴安县漠川乡榜上村	0
超然派皮特博野战	"110.488365,25.859134"	广西省桂林市北部的“华南之颠”猫儿山脚下	0
桂林百货大楼童乐馆淘气堡	"110.298527,25.278027"	广西省桂林市秀峰区中山中路14号百货大楼7楼童乐馆，淘气堡	0
书童山	"110.51795,24.773234"	广西桂林阳朔县城东南田家河与漓江交汇处	0
西城步行街	"110.013956,25.803121"	广西省桂林龙胜各族自治县兴龙西路13号西城步行街	0
江头洲	"110.280792,25.535545"	广西省桂林市北郊32公里的灵川县九屋镇江头洲村	0
蜡印象·桂林3D人文主题蜡像馆	"110.27917,25.316436"	广西省桂林秀峰区芦笛景区内	0
白面瑶寨	"110.196024,25.909217"	广西壮族自治区桂林市龙胜各族自治县X144	0
老山界红军长征纪念馆	"110.468697,25.795375"	桂林市兴安县华江乡同仁村（忘忧谷景区内）	0
神岭瀑布	"110.432414,25.535174"	广西壮族自治区桂林市灵川县	0
广西旅游直通车	"110.295267,25.261167"	广西省桂林市桂林市区	0
风雨桥	"110.648386,26.038525"	广西壮族自治区桂林市资源县镇中路和城中路交叉口西行100米路南	0
古严关	"110.58353756528,25.614552969161"	广西桂林市兴安县城西南八公里处的两山夹峙的狭道中	0
乳洞岩	"110.63159,25.577319"	广西省桂林市兴安县城南六公里外的龙蟠山下	0
罗山湖露营公园	"110.066745,25.246249"	广西省桂林市罗山湖旅游度假区露营公园	0
大小天平坝	"110.690678,25.604685"	广西桂林市兴安县灵渠	0
花坪银杉自然生态保护区	"109.98688218498,24.921749809064"	广西壮族自治区东北角龙胜各族县的西南部	0
白公馆餐厅	"110.294176,25.282149"	广西壮族自治区桂林市榕湖北路16号4号楼(白崇禧故居旁)	0
湖南会馆	"110.838553,24.841315"	广西省桂林市恭城瑶族自治县吉祥街	0
滨江	"110.30747499769,25.282403496432"	广西桂林市中心漓江西畔	0
周渭祠	"110.831987,24.835439"	广西桂林市恭城瑶族自治县	0
福利景区	"110.56466186706,24.791689611416"	广西壮族自治区桂林市阳朔县	0
井源庙	"110.358103,25.322904"	广西壮族自治区桂林市叠彩区	0
百卉谷生态景园	"110.682963,26.142423"	广西省桂林市资源县资江漂流景区终点地段	0
观音洞	"110.81165568029,25.458979710557"	广西桂林兴安县漠川乡	0
大兵小将俱乐部	"110.405061,25.481429"	广西省桂林市龙门村漓江缘休闲鱼庄内	0
金顺昌	"110.269747,25.279464"	广西省桂林市秀峰区阳江路29号	0
桂湖	"110.290385,25.281762"	广西壮族自治区桂林市叠彩区中山北路	0
古南门	"110.29708,25.28244"	广西壮族自治区桂林市秀峰区	0
樱花岛生态乐园	"110.3765,25.266771"	桂林市七星区朝阳乡司公村84号	0
大唐湾	"110.066577,25.690874"	广西桂林龙胜县江底乡龙胜温泉景区旁大唐湾少数民族民俗文化发展中心	0
桂林人文蜡像馆	"110.29355,25.255644"	广西壮族自治州桂林市象山区中山南路2号南溪山公园内	0
留公三潭	"110.58886688704,24.742589378923"	广西壮族自治区桂林市阳朔县064乡道	0
陡门	"110.235722,25.09656"	广西壮族自治区桂林市临桂县	0
桃花江都市生态风光全程游	"110.270542,25.328512"	广西省桂林市秀峰区灵川县恩磨山及维罗岭	0
父子岩	"110.303975,25.251777"	广西省桂林市漓江和相思江边汇流处	0
古树吞碑	"110.677484,25.617718"	广西桂林市兴安县灵渠	0
雷霆旋风秀	"110.511515,24.648781"	广西桂林荔浦县马岭镇地狮村路口桂林锦龙国际赛车场	0
翠屏五指山	"110.382387,24.894994"	广西省桂林市阳朔县葡萄镇翠屏村	0
广福景区	"110.469393,24.715122"	广西省临桂市临桂县世纪大道D区	0
千姿绿水休闲漂流景区	"110.42524,24.616631"	广西桂林荔浦县马岭镇遇龙源漂流景区	0
西城路步行街	"110.292576,25.277524"	广西桂林象山区西城路	0
天门山丹霞生态风景区	"110.681955,26.141585"	广西桂林市资源县天门山	0
九滩瀑布	"109.926872,25.507303"	广西省桂林市临桂县黄沙分滩头水源林保护区内	0
龙潭古寨	"110.46172,24.733752"	广西省桂林市阳朔县高田镇龙潭村寨	0
九龙五虎观景点	"110.117809,25.741663"	广西壮族自治区桂林市龙胜各族自治县X131(和大线)	0
斗鸡山	"110.298883,25.252393"	广西壮族自治区桂林市象山区崇信路	0
桂林米粉文化中心	"110.322714,25.257875"	广西壮族自治区桂林市七星区高新区毅峰南路3号	0
七星伴月	"110.080206,25.734576"	广西壮族自治区桂林市龙胜各族自治县X131(和大线)	0
玄武大帝	"110.30539957779,25.290722105548"	广西壮族自治区桂林市秀峰区中华路	0
崇善	"110.191449,25.292016"	广西省桂林市临桂县临桂镇兰塘村委洋田村15号	0
阳朔普益江游船	"110.605221,24.68038"	广西省桂林市阳朔县普益乡	0
螺蛳山	"111.031552,25.791212"	广西省桂林市全州县东北部	0
芷欣园世纪花海	"110.121652,25.060578"	广西省桂林市永福县罗锦镇水洞头	0
狮林朝霞	"110.27964758612,25.310681940684"	广西壮族自治区桂林市芦笛路1号芦笛岩景区内	0
