景点名字,经纬度,地址,已售票数
汤谷太阳文化源,"119.386635,35.284458",山东省日照市东港区涛雒镇,0
日照太阳山生态旅游度假区,"119.059463,35.505554",山东省日照市三庄镇前石沟崖村,0
山海天旅游度假区,"119.609849,35.470319",山东省日照市东港区山海天路68号,0
潮汐塔,"119.57007227408,35.414326580778",山东省日照市东港区海曲东路万平口海滨风景区,0
乔家墩子村,"119.583315,35.459888",山东省日照东港区乔家墩子村,0
日照民俗博物馆,"119.52711,35.466922",山东省日照市东港区枣庄路与学苑路交汇处北行200米路西,0
映旭广场,"119.581383,35.441328",山东省日照市东港区,0
日照黑陶馆,"119.498491,35.448791",山东省日照市大连路日照黑陶馆,0
李家台民俗旅游度假村,"119.612933,35.485918",山东省日照市东港区卧龙山街道李家台民俗旅游度假村,0
平安石,"119.57232654078,35.414592267261",山东省日照市东港区海曲东路万平口海滨风景区,0
照市城市规划展览馆,"119.5604,35.415281",山东省日照市东港区海曲东路,0
汉高山庄,"119.324185,35.418805",山东省日照市岚山区后村镇汉家皋陆村,0
日照游船联合体,"119.38508,35.142248",任家台渔港码头；.桃花岛风情园；世帆赛基地,0
太公岛游艇俱乐部,"119.582551,35.443695",山东日照东港区碧海路太公岛海水浴场（映旭广场）,0
文心居,"119.60332306881,35.473894416087",山东省日照市东港区肥家庄,0
优参堂,"0.0,0.0",山东省日照市北经济开发区星河路19号,0
